fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,color,fixed_acidity^2,fixed_acidity volatile_acidity,fixed_acidity citric_acid,fixed_acidity residual_sugar,fixed_acidity chlorides,fixed_acidity free_sulfur_dioxide,fixed_acidity total_sulfur_dioxide,fixed_acidity density,fixed_acidity pH,fixed_acidity sulphates,fixed_acidity alcohol,fixed_acidity quality,volatile_acidity^2
8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,5,red,75.69,5.4375,1.392,17.4,0.8787,113.1,426.3,8.66694,27.318,4.959,95.7,43.5,0.390625
5.3,0.6,0.34,1.4,0.031,3,60,0.98854,3.27,0.38,13,6,white,28.09,3.18,1.802,7.42,0.1643,15.9,318,5.239262,17.331,2.014,68.9,31.8,0.36
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,white,47.61,1.794,1.863,28.98,0.2139,138,552,6.837141,21.528,2.691,79.35,41.4,0.0676
7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,5,red,59.29,5.775,2.079,29.26,0.847,261.8,685.3,7.674128,24.948,3.465,71.61,38.5,0.5625
7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8,5,red,60.84,5.928,0.312,17.94,0.7176,117,421.2,7.7766,25.428,5.07,76.44,39,0.5776
7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,6,red,49,4.06,1.96,33.6,0.595,84,483,6.97431,23.24,4.9,77,42,0.3364
6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,5,white,43.56,1.782,1.65,20.46,0.3432,270.6,1240.8,6.5439,21.384,2.64,74.58,33,0.0729
6.5,0.23,0.38,1.3,0.032,29,112,0.99298,3.29,0.54,9.7,5,white,42.25,1.495,2.47,8.45,0.208,188.5,728,6.45437,21.385,3.51,63.05,32.5,0.0529
8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,white,68.89,1.494,2.49,9.13,0.2739,166,473.1,8.226047,25.066,4.233,91.3,49.8,0.0324
7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,5,red,53.29,6.0955,0.219,15.33,0.6716,73,138.7,7.27518,24.747,3.431,70.08,36.5,0.697225
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,white,44.89,2.479,1.675,16.75,0.1876,160.8,562.8,6.63903,21.038,2.412,78.39,40.2,0.1369
12.5,0.56,0.49,2.4,0.064,5,27,0.9999,3.08,0.87,10.9,5,red,156.25,7,6.125,30,0.8,62.5,337.5,12.49875,38.5,10.875,136.25,62.5,0.3136
7.4,0.29,0.31,1.7,0.035,23,110,0.9926,3.07,0.38,10.9,5,white,54.76,2.146,2.294,12.58,0.259,170.2,814,7.34524,22.718,2.812,80.66,37,0.0841
7.1,0.42,0.2,2.8,0.038,28,109,0.98968,3.23,0.47,13.4,6,white,50.41,2.982,1.42,19.88,0.2698,198.8,773.9,7.026728,22.933,3.337,95.14,42.6,0.1764
7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5,white,53.29,1.752,2.847,131.035,0.4161,328.5,1087.7,7.29927,23.433,2.628,62.78,36.5,0.0576
8.8,0.39,0.34,5.9,0.055,33,128,0.9927,2.95,0.51,11.8,6,white,77.44,3.432,2.992,51.92,0.484,290.4,1126.4,8.73576,25.96,4.488,103.84,52.8,0.1521
7.3,0.815,0.09,11.4,0.044,45,204,0.99713,3.15,0.46,9,5,white,53.29,5.9495,0.657,83.22,0.3212,328.5,1489.2,7.279049,22.995,3.358,65.7,36.5,0.664225
7,0.5,0.25,2,0.07,3,22,0.9963,3.25,0.63,9.2,5,red,49,3.5,1.75,14,0.49,21,154,6.9741,22.75,4.41,64.4,35,0.25
7.8,0.53,0.04,1.7,0.076,17,31,0.9964,3.33,0.56,10,6,red,60.84,4.134,0.312,13.26,0.5928,132.6,241.8,7.77192,25.974,4.368,78,46.8,0.2809
6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,6,white,38.44,1.674,3.038,8.68,0.31,124,458.8,6.15722,20.584,2.728,60.76,37.2,0.0729
6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8,white,38.44,4.092,2.976,7.44,0.1798,179.8,465,6.13304,20.646,2.418,79.36,49.6,0.4356
7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,8,white,53.29,1.533,2.117,11.68,0.2482,211.7,861.4,7.23941,24.09,3.65,80.3,58.4,0.0441
6.4,0.31,0.4,6.4,0.039,39,191,0.99513,3.14,0.52,9.8,5,white,40.96,1.984,2.56,40.96,0.2496,249.6,1222.4,6.368832,20.096,3.328,62.72,32,0.0961
4.9,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6,white,24.01,1.1515,1.323,57.575,0.147,166.6,578.2,4.87746,15.043,2.45,46.06,29.4,0.055225
5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,7,white,34.81,2.006,1.298,14.16,0.177,112.1,796.5,5.83746,20.119,4.602,82.01,41.3,0.1156
7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,6,red,60.84,5.733,0.624,18.72,0.7176,78,319.8,7.77972,25.272,5.538,76.44,46.8,0.540225
7.3,0.34,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2,5,white,53.29,2.482,1.533,23.36,0.365,102.2,992.8,7.25328,23.725,3.212,74.46,36.5,0.1156
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5,white,36,1.98,1.56,30.6,0.306,96,714,5.96496,18.9,2.46,55.2,30,0.1089
7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6,white,56.25,1.05,2.55,9.75,0.4125,375,1147.5,7.45875,24.675,6,72,45,0.0196
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5,red,57.76,3.268,2.204,15.96,0.57,144.4,501.6,7.578568,25.84,4.864,72.2,38,0.1849
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5,white,51.84,2.88,1.728,61.2,0.396,324,1087.2,7.173072,23.04,3.744,66.24,36,0.16
7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6,white,62.41,1.343,2.528,12.64,0.4187,371.3,1185,7.85892,25.991,6.004,75.84,47.4,0.0289
7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,6,white,62.41,0.948,3.871,41.08,0.3871,260.7,1200.8,7.86208,25.122,3.713,83.74,47.4,0.0144
6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,5,red,47.61,3.864,0.207,10.35,0.5934,248.4,317.4,6.867018,24.357,3.933,73.14,34.5,0.3136
6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,6,red,37.21,3.538,1.403,15.25,0.2684,97.6,427,6.060472,21.106,3.965,76.25,36.6,0.3364
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6,white,51.84,2.304,2.16,59.4,0.144,100.8,748.8,7.154064,21.528,3.168,82.08,43.2,0.1024
5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,white,33.64,1.856,2.204,27.55,0.1914,133.4,545.2,5.7478,19.836,2.436,68.44,40.6,0.1024
7.4,0.19,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11,7,white,54.76,1.406,3.626,49.58,0.2738,111,814,7.35412,23.68,2.812,81.4,51.8,0.0361
6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,6,red,46.24,4.08,1.224,12.92,0.5372,122.4,584.8,6.77824,24.412,3.876,63.24,40.8,0.36
8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,6,white,70.56,1.848,2.52,74.76,0.2016,142.8,991.2,8.354304,25.116,2.856,88.2,50.4,0.0484
5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5,5,white,31.36,2.296,1.232,39.76,0.28,246.4,862.4,5.56136,18.48,2.24,58.8,28,0.1681
6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5,white,44.89,2.814,2.613,81.07,0.268,408.7,1661.6,6.686198,22.177,3.886,64.99,33.5,0.1764
6,0.45,0.65,9.7,0.08,11,159,0.9956,3.04,0.48,9.4,5,white,36,2.7,3.9,58.2,0.48,66,954,5.9736,18.24,2.88,56.4,30,0.2025
6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,5,white,37.21,1.342,1.891,8.54,0.2379,244,786.9,6.050773,21.045,3.599,66.49,30.5,0.0484
8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,5,red,67.24,3.526,2.378,13.12,0.6642,221.4,369,8.167446,26.65,4.428,84.46,41,0.1849
8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,6,red,65.61,6.6825,1.944,17.01,0.6804,40.5,105.3,8.07732,27.297,6.237,86.67,48.6,0.680625
7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,5,red,62.41,3.871,2.528,15.01,0.6478,134.3,1137.6,7.87472,25.28,4.345,75.05,39.5,0.2401
6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,7,white,40.96,1.6,1.792,31.36,0.192,185.6,627.2,6.337536,19.776,3.712,81.92,44.8,0.0625
5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,6,white,32.49,1.425,1.254,55.86,0.2793,285,712.5,5.675547,18.24,2.565,57.57,34.2,0.0625
7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3,5,white,57.76,2.66,3.496,111.72,0.3572,250.8,1147.6,7.577884,23.028,4.028,78.28,38,0.1225
7.1,0.28,0.28,8.5,0.03,25,191,0.99338,3.16,0.46,12.2,7,white,50.41,1.988,1.988,60.35,0.213,177.5,1356.1,7.052998,22.436,3.266,86.62,49.7,0.0784
6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,6,white,47.61,1.932,2.829,11.73,0.345,69,938.4,6.8517,21.804,4.899,78.66,41.4,0.0784
5.1,0.26,0.34,6.4,0.034,26,99,0.99449,3.23,0.41,9.2,6,white,26.01,1.326,1.734,32.64,0.1734,132.6,504.9,5.071899,16.473,2.091,46.92,30.6,0.0676
7.6,0.2,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,7,white,57.76,1.52,1.976,36.48,0.2508,197.6,577.6,7.529776,22.648,3.724,93.48,53.2,0.04
6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6,white,39.69,1.638,3.087,9.45,0.3276,214.2,844.2,6.25212,18.837,3.843,61.74,37.8,0.0676
7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11,5,white,56.25,1.275,2.55,10.5,0.2625,97.5,765,7.4385,22.875,5.55,82.5,37.5,0.0289
6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,6,white,40.96,1.536,1.728,9.6,0.256,224,672,6.330496,20.032,1.92,79.36,38.4,0.0576
6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,7,white,42.25,0.975,2.86,81.9,0.338,422.5,1027,6.47972,21.19,4.55,66.95,45.5,0.0225
7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,5,red,60.84,6.357,0.078,20.28,0.5772,374.4,702,7.770438,26.364,4.836,84.24,39,0.664225
6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,4,red,43.56,4.026,0,10.56,0.4554,26.4,52.8,6.560136,21.978,2.442,68.64,26.4,0.3721
6.8,0.23,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,6,white,46.24,1.564,2.72,10.88,0.3196,34,904.4,6.7524,21.964,4.76,77.52,40.8,0.0529
7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,5,red,62.41,1.422,3.16,14.22,0.4898,55.3,158,7.85339,25.912,5.53,87.69,39.5,0.0324
6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6,white,38.44,1.736,1.674,63.86,0.186,161.2,669.6,6.162056,19.84,2.232,66.34,37.2,0.0784
8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,5,red,67.24,4.1,2.87,23.78,0.6314,172.2,1041.4,8.18032,26.486,5.084,77.08,41,0.25
7.8,0.4,0.26,9.5,0.059,32,178,0.9955,3.04,0.43,10.9,6,white,60.84,3.12,2.028,74.1,0.4602,249.6,1388.4,7.7649,23.712,3.354,85.02,46.8,0.16
5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,5,white,31.36,1.12,1.232,7.28,0.2744,140,868,5.560576,20.944,2.408,56,28,0.04
7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6,white,54.76,1.85,2.738,19.24,0.37,177.6,976.8,7.336212,22.496,3.922,82.88,44.4,0.0625
6.4,0.24,0.31,2.8,0.038,41,114,0.99155,3.37,0.66,11.7,7,white,40.96,1.536,1.984,17.92,0.2432,262.4,729.6,6.34592,21.568,4.224,74.88,44.8,0.0576
5.2,0.405,0.15,1.45,0.038,10,44,0.99125,3.52,0.4,11.6,4,white,27.04,2.106,0.78,7.54,0.1976,52,228.8,5.1545,18.304,2.08,60.32,20.8,0.164025
6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,6,white,40.96,1.472,1.728,13.44,0.2688,224,640,6.342016,19.392,4.032,69.76,38.4,0.0529
6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,6,white,39.69,1.953,1.89,63,0.2898,308.7,1335.6,6.27606,23.562,3.465,74.97,37.8,0.0961
6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6,white,40.96,0.896,1.792,50.56,0.3648,134.4,524.8,6.3632,20.864,2.304,64,38.4,0.0196
8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,6,white,72.25,1.615,4.165,29.75,0.374,246.5,994.5,8.4473,26.69,4.335,85.85,51,0.0361
5.8,0.24,0.39,1.5,0.054,37,158,0.9932,3.21,0.52,9.3,6,white,33.64,1.392,2.262,8.7,0.3132,214.6,916.4,5.76056,18.618,3.016,53.94,34.8,0.0576
7.2,0.21,0.34,11.9,0.043,37,213,0.9962,3.09,0.5,9.6,6,white,51.84,1.512,2.448,85.68,0.3096,266.4,1533.6,7.17264,22.248,3.6,69.12,43.2,0.0441
6.5,0.43,0.28,12,0.056,23,174,0.9986,3.31,0.55,9.3,5,white,42.25,2.795,1.82,78,0.364,149.5,1131,6.4909,21.515,3.575,60.45,32.5,0.1849
9,0.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6,5,white,81,2.79,4.32,59.4,0.387,99,657,8.9442,26.1,3.42,104.4,45,0.0961
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,white,54.76,1.85,2.664,97.68,0.4958,392.2,1317.2,7.38224,22.274,3.552,66.6,44.4,0.0625
6.8,0.26,0.43,11.75,0.045,53,198,0.9969,3.26,0.55,9.5,5,white,46.24,1.768,2.924,79.9,0.306,360.4,1346.4,6.77892,22.168,3.74,64.6,34,0.0676
7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,5,red,50.41,4.828,0,16.33,0.6177,120.7,184.6,7.084593,24.495,3.763,67.45,35.5,0.4624
6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,6,white,43.56,1.65,2.112,36.96,0.2574,99,448.8,6.544758,19.536,3.432,73.26,39.6,0.0625
7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,6,white,51.84,1.008,2.304,7.92,0.1584,345.6,835.2,7.143696,21.888,4.824,72,43.2,0.0196
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6,white,38.44,2.232,2.79,64.48,0.372,136.4,1140.8,6.182082,20.522,3.472,60.76,37.2,0.1296
6.4,0.33,0.24,9.8,0.041,29,109,0.9956,3.29,0.47,10.1,6,white,40.96,2.112,1.536,62.72,0.2624,185.6,697.6,6.37184,21.056,3.008,64.64,38.4,0.1089
6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6,white,39.69,1.638,2.646,44.73,0.2835,390.6,1316.7,6.271272,20.16,3.339,59.85,37.8,0.0676
6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,7,white,43.56,1.518,1.584,25.74,0.297,237.6,910.8,6.54852,20.79,4.224,74.58,46.2,0.0529
7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9,4,white,57.76,2.356,3.724,101.84,0.4712,380,1451.6,7.59164,24.472,4.028,68.4,30.4,0.0961
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6,red,50.41,3.266,1.42,13.49,0.5467,198.8,383.4,7.06876,23.927,4.544,73.84,42.6,0.2116
8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,5,red,72.25,3.91,5.015,11.9,3.519,136,382.5,8.47467,25.755,11.39,78.2,42.5,0.2116
7.5,0.42,0.45,9.1,0.029,20,125,0.996,3.12,0.36,10.1,6,white,56.25,3.15,3.375,68.25,0.2175,150,937.5,7.47,23.4,2.7,75.75,45,0.1764
6.3,0.48,0.04,1.1,0.046,30,99,0.9928,3.24,0.36,9.6,6,white,39.69,3.024,0.252,6.93,0.2898,189,623.7,6.25464,20.412,2.268,60.48,37.8,0.2304
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,red,68.89,5.395,0.83,24.07,0.7387,141.1,332,8.283649,27.307,4.565,78.85,41.5,0.4225
9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,5,red,86.49,5.673,2.418,31.62,0.837,232.5,809.1,9.297675,30.132,5.766,90.21,46.5,0.3721
6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,4,red,44.89,6.968,0.536,15.41,0.4489,127.3,214.4,6.676416,23.584,3.819,73.7,26.8,1.0816
6.9,0.27,0.49,23.5,0.057,59,235,1.0024,2.98,0.47,8.6,5,white,47.61,1.863,3.381,162.15,0.3933,407.1,1621.5,6.91656,20.562,3.243,59.34,34.5,0.0729
6.5,0.25,0.5,7.6,0.047,54,184,0.99572,3.17,0.45,9.2,5,white,42.25,1.625,3.25,49.4,0.3055,351,1196,6.47218,20.605,2.925,59.8,32.5,0.0625
6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,6,white,39.69,1.197,1.323,11.34,0.3087,220.5,1026.9,6.25212,20.853,3.15,64.89,37.8,0.0361
6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5,white,42.25,1.43,1.625,111.15,0.325,286,897,6.50065,21.45,2.405,57.2,32.5,0.0484
8,0.55,0.17,8.2,0.04,13,60,0.9956,3.09,0.3,9.5,4,white,64,4.4,1.36,65.6,0.32,104,480,7.9648,24.72,2.4,76,32,0.3025
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,white,46.24,0.748,1.836,58.48,0.2992,306,707.2,6.762872,21.76,2.516,67.32,40.8,0.0121
5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7,white,31.36,1.176,1.344,24.64,0.1512,207.2,840,5.5496,18.48,1.736,64.4,39.2,0.0441
6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,6,red,46.24,5.508,0.34,13.6,0.476,40.8,95.2,6.770216,23.868,4.488,73.44,40.8,0.6561
7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,6,white,62.41,2.212,3.239,38.71,0.4582,244.9,1208.7,7.87314,25.833,4.029,76.63,47.4,0.0784
6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5,white,43.56,1.98,1.584,7.92,0.2244,112.2,798.6,6.55578,20.658,2.376,60.72,33,0.09
6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,6,white,36,1.8,1.98,12.6,0.252,186,762,5.93784,19.92,2.52,75,36,0.09
6.2,0.26,0.2,8,0.047,35,111,0.99445,3.11,0.42,10.4,6,white,38.44,1.612,1.24,49.6,0.2914,217,688.2,6.16559,19.282,2.604,64.48,37.2,0.0676
6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6,white,38.44,1.86,1.302,6.82,0.1984,192.2,688.2,6.13118,18.414,2.604,75.64,37.2,0.09
6.6,0.32,0.33,2.5,0.052,40,219.5,0.99316,3.15,0.6,10,5,white,43.56,2.112,2.178,16.5,0.3432,264,1448.7,6.554856,20.79,3.96,66,33,0.1024
7.8,0.22,0.26,9,0.047,38,132,0.997,3.25,0.53,10.2,6,white,60.84,1.716,2.028,70.2,0.3666,296.4,1029.6,7.7766,25.35,4.134,79.56,46.8,0.0484
6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,7,white,47.61,1.311,2.415,11.73,0.2484,227.7,696.9,6.852735,22.149,3.726,74.52,48.3,0.0361
6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,5,white,43.56,3.63,0.066,17.82,0.2244,369.6,805.2,6.53796,20.79,1.98,78.54,33,0.3025
6.4,0.27,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4,5,white,40.96,1.728,2.048,28.8,1.536,390.4,1113.6,6.36672,19.968,3.072,60.16,32,0.0729
7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6,white,56.25,3.15,1.5,10.5,0.45,112.5,1260,7.458,22.95,3,70.5,45,0.1764
6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6,white,37.21,1.464,1.647,70.15,0.305,311.1,811.3,6.068036,19.642,2.257,65.88,36.6,0.0576
6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,7,white,38.44,1.86,1.86,15.5,0.2542,179.8,508.4,6.14203,20.522,3.782,73.16,43.4,0.09
5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8,white,27.04,0.806,1.716,8.32,0.1456,67.6,306.8,5.1467,17.16,4.368,61.88,41.6,0.024025
5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,white,26.01,1.479,1.428,42.33,0.1326,137.7,545.7,5.064708,17.136,1.887,56.1,30.6,0.0841
7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,5,white,57.76,1.14,3.04,9.88,0.2736,182.4,851.2,7.54832,23.864,5.776,76,38,0.0225
8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,6,red,68.89,4.98,1.079,21.58,0.7055,49.8,199.2,8.28672,27.473,4.897,76.36,49.8,0.36
4.6,0.52,0.15,2.1,0.054,8,65,0.9934,3.9,0.56,13.1,4,red,21.16,2.392,0.69,9.66,0.2484,36.8,299,4.56964,17.94,2.576,60.26,18.4,0.2704
5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,7,white,27.04,1.612,1.04,12.48,0.1404,140.4,608.4,5.142072,18.512,2.34,67.6,36.4,0.0961
7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,5,white,57.76,1.596,3.724,19,0.3572,152,988,7.537528,23.94,3.648,84.36,38,0.0441
8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,6,white,64,2.64,2.8,80,0.28,176,864,7.95656,24.96,2.88,92.8,48,0.1089
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,7,red,43.56,3.696,0.924,15.84,0.4224,85.8,191.4,6.560202,22.572,4.092,77.22,46.2,0.3136
9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7,red,82.81,1.911,3.367,14.56,0.6097,54.6,91,9.059232,29.393,5.278,101.01,63.7,0.0441
6.1,0.32,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8,7,white,37.21,1.952,1.525,10.37,0.2074,225.7,829.6,6.0512,21.167,3.05,65.88,42.7,0.1024
6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,6,white,44.89,1.206,1.273,31.49,0.3082,381.9,1078.7,6.66382,22.244,4.422,70.35,40.2,0.0324
5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,6,red,33.64,3.538,0.638,10.44,0.3828,104.4,162.4,5.770014,20.59,3.828,63.22,34.8,0.3721
8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6,6,red,65.61,4.293,1.782,17.82,0.6318,267.3,720.9,8.073918,26.406,3.726,77.76,48.6,0.2809
6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5,white,40.96,1.152,4.736,76.16,0.2944,345.6,1075.2,6.38592,22.912,4.352,64.64,32,0.0324
6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,6,white,40.96,1.024,2.688,6.4,0.2304,185.6,723.2,6.34112,20.352,3.328,70.4,38.4,0.0256
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,red,132.25,6.785,6.785,29.9,1.0005,149.5,563.5,11.4862,36.57,7.475,126.5,69,0.3481
5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,5,red,28.09,3.7895,1.007,7.95,0.8533,37.1,328.6,5.267935,19.186,3.233,58.3,26.5,0.511225
11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,6,red,132.25,3.565,5.865,25.3,0.9085,161,322,11.4793,34.845,10.695,112.7,69,0.0961
6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6,white,46.24,1.972,2.176,12.24,0.2176,122.4,884,6.73846,20.74,4.216,76.16,40.8,0.0841
7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,6,white,49,1.75,3.92,14,0.245,140,665,6.9426,22.61,3.71,77,42,0.0625
7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,6,red,62.41,6.0435,0,15.8,0.6636,71.1,173.8,7.869901,26.307,5.372,86.11,47.4,0.585225
6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6,white,39.69,1.26,2.52,9.45,0.2331,220.5,674.1,6.24771,21.798,3.15,71.82,37.8,0.04
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,white,32.49,1.254,1.254,94.905,0.2508,222.3,627,5.691735,18.468,2.736,51.3,34.2,0.0484
6.6,0.29,0.44,9,0.053,62,178,0.99685,3.02,0.45,8.9,5,white,43.56,1.914,2.904,59.4,0.3498,409.2,1174.8,6.57921,19.932,2.97,58.74,33,0.0841
7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,6,white,59.29,2.002,2.618,49.28,0.385,277.2,1255.1,7.65149,24.563,5.39,88.55,46.2,0.0676
